experiment,shadow_condition,phase,round,agent,provider,temperature,base_name,termination_probability_specific_count,termination_probability_specific_present,termination_probability_specific_matches,expected_game_length_count,expected_game_length_present,expected_game_length_matches,future_payoff_calculation_count,future_payoff_calculation_present,future_payoff_calculation_matches,strategic_horizon_reasoning_count,strategic_horizon_reasoning_present,strategic_horizon_reasoning_matches,mentions_specific_shadow_value,specific_shadow_matches,refined_shadow_awareness_score,has_precise_shadow_awareness,strategic_vs_generic_future
experiment_20250826_151104,0.05,1,18,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,1,True,"short-term gain, but risks triggering a breakdown in cooperation, leading to lower overall scores if the game",0,False,,1,True,"since the game state continues with a small chance of ending each round, maintaining mutual cooperation allows for the accumulation of more points. defecting could yield a short",False,,2,True,True
experiment_20250826_151104,0.05,1,19,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,0,False,,0,False,,0,False,,False,,0,False,False
experiment_20250826_151104,0.05,1,20,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,2,True,"5% chance of the game end; 5% chance of the game ending after each round, it is more beneficial to maintain the cooperative approach since the probability of continue",0,False,,0,False,,0,False,,True,"5%; 5% chance of the game ending after each round, it is more beneficial to maintain the cooperative approach since the probability of continue",2,True,True
experiment_20250826_151104,0.05,1,21,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,5% chance of the game end,0,False,,0,False,,0,False,,True,5%,1,True,True
experiment_20250826_151104,0.05,1,22,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,2,True,"5% chance of the game end; 5% chance of the game ending after each round, which is relatively low. the game is likely to continue",0,False,,0,False,,0,False,,True,"5%; 5% chance of the game ending after each round, which is relatively low. the game is likely to continue",2,True,True
experiment_20250826_151104,0.05,1,23,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,1,True,long-term benefits and could transition the game,0,False,,0,False,,False,,1,True,False
experiment_20250826_151104,0.05,1,1,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,1,True,95% chance the game continue,0,False,,0,False,,0,False,,True,5%; 5% chance the game continue,1,True,True
experiment_20250826_151104,0.05,1,2,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,1,True,95% chance the game continue,0,False,,0,False,,0,False,,True,5%; 5% chance the game continue,1,True,True
experiment_20250826_151104,0.05,1,3,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,1,True,continuation prob,0,False,,1,True,expected payoff,0,False,,True,5%,2,True,True
experiment_20250826_151104,0.05,1,4,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,1,True,expected future payoff,0,False,,True,5%,1,True,False
experiment_20250826_151104,0.05,1,5,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,1,True,expected payoff,0,False,,True,5%,1,True,False
experiment_20250826_151104,0.05,1,6,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,1,True,continuation prob,0,False,,0,False,,0,False,,True,5%,1,True,True
experiment_20250826_151104,0.05,1,9,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,0,False,,True,5%,0,False,False
experiment_20250826_151104,0.05,1,10,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,1,True,"95% continuation chance (≈20 expected rounds remaining), preserving cooperation yields about 3×20 = 60 expected points, whereas a one-shot defection risks collapsing to mutual defection (≈5 + 1×20 = 25). the long-term value of continue",0,False,,0,False,,0,False,,True,"5%; 5% continuation chance (≈20 expected rounds remaining), preserving cooperation yields about 3×20 = 60 expected points, whereas a one-shot defection risks collapsing to mutual defection (≈5 + 1×20 = 25). the long-term value of continue",1,True,True
experiment_20250826_151104,0.05,1,11,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,0,False,,True,5%,0,False,False
experiment_20250826_151104,0.05,1,12,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,1,True,expected horizon remains long enough that future payoff,0,False,,True,5%,1,True,False
experiment_20250826_151104,0.05,1,13,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,0,False,,True,5%,0,False,False
experiment_20250826_151104,0.05,1,14,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,1,True,5% chance the game end,0,False,,0,False,,0,False,,True,5%,1,True,True
experiment_20250826_151104,0.05,1,15,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,0,False,,True,5%,0,False,False
experiment_20250826_151104,0.05,1,17,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,0,False,,True,5%,0,False,False
experiment_20250826_151104,0.05,1,1,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,2,True,0% chance of end; shadow of the future,2,True,expected 20 rounds; long game,0,False,,0,False,,True,0.05,4,True,True
experiment_20250826_151104,0.05,1,2,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,5% chance of end,2,True,"average of 20 rounds; long-term, high-scoring relationship. the game",0,False,,0,False,,True,5%,3,True,True
experiment_20250826_151104,0.05,1,3,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,2,True,5% chance of end; shadow of the future,0,False,,0,False,,0,False,,True,5%,2,True,True
experiment_20250826_151104,0.05,1,4,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,0,False,,0,False,,0,False,,0,False,,True,5%,0,False,False
experiment_20250826_151104,0.05,1,5,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,shadow of the future,1,True,long-term gain:** the game,0,False,,0,False,,True,5%,2,True,True
experiment_20250826_151104,0.05,1,6,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,shadow of the future,0,False,,0,False,,0,False,,True,5%,1,True,True
experiment_20250826_151104,0.05,1,7,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,5% chance of the game end,0,False,,0,False,,0,False,,True,5%,1,True,True
experiment_20250826_151104,0.05,1,8,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,2,True,5% chance of the game end; shadow of the future,0,False,,0,False,,0,False,,True,5%; 5%,2,True,True
experiment_20250826_151104,0.05,1,9,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,0,False,,0,False,,0,False,,0,False,,False,,0,False,False
experiment_20250826_151104,0.05,1,10,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,0,False,,3,True,"short-term gain:** while defecting now would give me a one-time high score of 5 points for this round, the subsequent rounds would likely devolve into mutual defection (1 point each) or alternating c/d moves (0 and 5 points). the steady, reliable 3 points per round from mutual cooperation is far more valuable over the long run, especially since the game; long-term vs. short-term gain:** while defecting now would give me a one-time high score of 5 points for this round, the subsequent rounds would likely devolve into mutual defection (1 point each) or alternating c/d moves (0 and 5 points). the steady, reliable 3 points per round from mutual cooperation is far more valuable over the long run, especially since the game; long as the game",0,False,,0,False,,True,5%,3,True,False
experiment_20250826_151104,0.05,1,1,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,"shadow of the future"" is long, and my actions in this round will likely influence the opponent's future",1,True,long-term outcome. the best possible sustained result in this game,0,False,,0,False,,True,5%,2,True,True
experiment_20250826_151104,0.05,1,2,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,1,True,expected 20 rounds,1,True,"expected number of rounds is 20 (1/0.05), so long-term strategy is critical. the first round was one of mutual cooperation (c, c), resulting in a good payoff",0,False,,True,5%; 0.05,2,True,False
experiment_20250826_151104,0.05,1,3,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,"shadow of the future"" is long. the potential for many future",0,False,,0,False,,0,False,,True,5%,1,True,True
experiment_20250826_151104,0.05,1,4,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,0,False,,False,,0,False,False
experiment_20250826_151104,0.05,1,5,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,2,True,"5% chance of the game end; shadow of the future"" is long, making future",3,True,"average, 20 rounds; short-term gain of 2 extra points from defecting now is not worth sacrificing the stream of 3 points per round for the likely remainder of the game; long-term joint gains. the 5% chance of the game",0,False,,0,False,,True,5%,5,True,True
experiment_20250826_151104,0.05,1,6,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,2,True,5% chance of the game end; shadow of the future,2,True,"average of 20 total rounds; long-term score maximization, as both players are consistently receiving the reward payoff (r=3), which is significantly better than the punishment payoff for mutual defection (p=1). the 5% chance of the game",0,False,,0,False,,True,5%,4,True,True
experiment_20250826_151104,0.05,1,7,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,0,False,,False,,0,False,False
experiment_20250826_151104,0.05,1,8,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,2,True,5% chance of the game end; shadow of the future,0,False,,0,False,,0,False,,True,5%,2,True,True
experiment_20250826_151104,0.05,1,9,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,shadow of the future,1,True,expected to last another ~20 rounds,0,False,,1,True,"since the game has a long ""shadow of the future"" (it's expected to last another ~20 rounds), long-term cooperation is vastly superior to short",False,,3,True,True
experiment_20250826_151104,0.05,1,10,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,shadow of the future,1,True,long-term scores. the game,0,False,,0,False,,True,5%,2,True,True
experiment_20250826_151104,0.05,1,11,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,5% chance of end,2,True,average of 20 rounds; long-term nature of the game,1,True,"expected to cooperate. however, this action would break the established trust. a retaliatory opponent (like tit-for-tat or grudger) would start defecting in the next round. this would lead to a cycle of mutual defection (1 point per round) or require me to take a sucker's payoff",0,False,,True,5%,4,True,True
experiment_20250826_151104,0.05,1,12,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,2,True,"probable the opponent will also cooperate, securing us both 3 points. this maintains the trust and continues the stream of high, predictable scores. given the game's indefinite nature (the 5% chance of end; 5% chance of end",0,False,,0,False,,0,False,,True,5%,2,True,True
experiment_20250826_151104,0.05,1,13,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,2,True,"5% chance of end; 5% chance of ending each round, the expected number of future rounds is still high. therefore, a long-term strategy is paramount. the best way to maximize my total score is to maintain this established trust and continue",0,False,,0,False,,0,False,,True,"5%; 5% chance of ending each round, the expected number of future rounds is still high. therefore, a long-term strategy is paramount. the best way to maximize my total score is to maintain this established trust and continue",2,True,True
experiment_20250826_151104,0.05,1,14,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,5% chance of the game end,1,True,short-term gain of 2 extra points from defecting is not worth the high risk of losing the steady 3 points per round we currently enjoy. given the 5% chance of the game,0,False,,0,False,,True,5%,2,True,True
experiment_20250826_151104,0.05,1,15,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,3,True,"5% chance of end; 5% chance of ending, which means there is a 95% chance it will continue; shadow of the future",0,False,,0,False,,0,False,,True,"5%; 5%; 5% chance of ending, which means there is a 95% chance it will continue",3,True,True
experiment_20250826_151104,0.05,1,16,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,0,False,,False,,0,False,False
experiment_20250826_151104,0.05,1,17,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,0,False,,True,5%,0,False,False
experiment_20250826_151104,0.05,1,18,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,1,True,"short-term gain of 2 points (5 vs 3) is not worth risking the consistent 3 points per round we currently enjoy, especially since the game",0,False,,0,False,,True,5%,1,True,False
experiment_20250826_151104,0.05,1,19,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,0,False,,False,,0,False,False
experiment_20250826_151104,0.05,1,20,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,0,False,,False,,0,False,False
experiment_20250826_151104,0.05,1,21,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,2,True,5% chance of the game end; shadow of the future,1,True,long-term nature of the game,0,False,,0,False,,True,5%,3,True,True
experiment_20250826_151104,0.05,1,22,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,2,True,"5% chance of end; shadow of the future"" is significant. maximizing my total score requires thinking about future",1,True,long game,0,False,,0,False,,True,5%,3,True,True
experiment_20250826_151104,0.05,1,23,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,2,True,"5% chance of the game end; 5% chance of the game ending, there is a high probability of many future rounds where this cooperation can continue",0,False,,0,False,,0,False,,True,"5%; 5% chance of the game ending, there is a high probability of many future rounds where this cooperation can continue",2,True,True
experiment_20250826_151104,0.05,1,24,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,shadow of the future,1,True,"long ""shadow of the future"" (a high probability of the game",0,False,,0,False,,False,,2,True,True
experiment_20250826_151104,0.05,1,25,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,95% chance the game will continue,1,True,"short-term gain of 2 points). however, this would break the established trust. a tit-for-tat player would retaliate by defecting on the next round, locking us into a cycle of mutual defection (1 point each) or a less profitable pattern. given the 95% chance the game",0,False,,0,False,,True,5%; 5% chance the game will continue,2,True,True
experiment_20250826_151104,0.05,1,26,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,0,False,,False,,0,False,False
experiment_20250826_151104,0.05,1,1,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,1,True,"long-term outcome. the risk of losing 3 points in this first round is a small price to pay for the chance to build a trusting, high-scoring game",0,False,,0,False,,True,5%,1,True,False
experiment_20250826_151104,0.05,1,2,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,shadow of the future,2,True,"average of 20 rounds; long-term strategy is far more important than a single-round gain. the ""shadow of the future"" is long, and our actions now will set the tone for the rest of the game",0,False,,0,False,,False,,3,True,True
experiment_20250826_151104,0.05,1,3,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,5% chance of the game end,1,True,average of 20 rounds,0,False,,0,False,,True,5%,2,True,True
experiment_20250826_151104,0.05,1,4,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,1,True,"short-term gain. however, this action would almost certainly break the trust. a tit-for-tat player would defect on the next round, leading to a cycle of retaliation and low scores (1 point each for mutual defection). a grudger player would defect for the rest of the game. the small, one-time gain from defecting is not worth sacrificing the steady stream of 3 points per round, especially since the game",0,False,,0,False,,True,5%,1,True,False
experiment_20250826_151104,0.05,1,5,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,"probability of continuing (95% each round), the long-term loss from destroying this cooperation would far outweigh the short-term gain. the best strategy is to continue",0,False,,0,False,,0,False,,True,"5%; 5% each round), the long-term loss from destroying this cooperation would far outweigh the short-term gain. the best strategy is to continue",1,True,True
experiment_20250826_151104,0.05,1,6,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,continuation prob; shadow of the future,0,False,,0,False,,0,False,,True,5%,2,True,True
experiment_20250826_151104,0.05,1,7,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,0,False,,False,,0,False,False
experiment_20250826_151104,0.05,1,8,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,0,False,,False,,0,False,False
experiment_20250826_151104,0.05,1,9,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,0,False,,True,5%,0,False,False
experiment_20250826_151104,0.05,1,10,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,0,False,,False,,0,False,False
experiment_20250826_151104,0.05,1,11,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,5% chance of the game end; shadow of the future,0,False,,0,False,,0,False,,True,5%,2,True,True
experiment_20250826_151104,0.05,1,12,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,"shadow of the future"" is long), a one-time gain of 2 points is not worth sacrificing a steady stream of 3 points for a likely outcome of only 1 point in all future",0,False,,0,False,,0,False,,True,5%,1,True,True
experiment_20250826_151104,0.05,1,13,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,5% chance of the game end; shadow of the future,1,True,average of 20 more rounds,0,False,,0,False,,True,5%,3,True,True
experiment_20250826_151104,0.05,1,14,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,"5% chance of the game end; 5% chance of the game ending, there is a 95% chance it will continue",1,True,"expected number of future rounds is high. therefore, the long-term value of securing 3 points per round for many more rounds",0,False,,0,False,,True,"5%; 5%; 5% chance of the game ending, there is a 95% chance it will continue",3,True,True
experiment_20250826_151104,0.05,1,15,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,0,False,,False,,0,False,False
experiment_20250826_151104,0.05,1,16,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,0,False,,False,,0,False,False
experiment_20250826_151104,0.05,1,17,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,1,True,expected future payoff,0,False,,False,,1,True,False
experiment_20250826_151104,0.05,1,18,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,"5% chance of ending each round, the average game length is 20 rounds, so we are likely nearing the end",4,True,"average game length is 20 rounds; game length is 20; short-term gain of 2 points (5 from defecting vs. 3 from cooperating) is not worth sacrificing the stable, long-term income of 3 points per round for the remainder of the game",0,False,,0,False,,True,5%,5,True,True
experiment_20250826_151104,0.05,1,19,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,0,False,,True,5%,0,False,False
experiment_20250826_151104,0.05,1,20,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,5% chance of the game end,2,True,"average, 20 more rounds; long history of cooperation and the indefinite nature of the game",0,False,,0,False,,True,5%,3,True,True
experiment_20250826_151104,0.05,1,21,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,2,True,"short-term:** a single defection would gain me 2 extra points in this round (5 instead of 3). however, it would likely lead to a future of mutual defection, where we both only get 1 point per round. given that the game; long-term vs. short-term:** a single defection would gain me 2 extra points in this round (5 instead of 3). however, it would likely lead to a future of mutual defection, where we both only get 1 point per round. given that the game",0,False,,0,False,,True,5%,2,True,False
experiment_20250826_151104,0.05,1,22,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,95% chance the game continue,0,False,,0,False,,0,False,,True,5%; 5% chance the game continue,1,True,True
experiment_20250826_151104,0.05,1,23,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,2,True,short-term gain of 2 points is not worth the long-term loss of 2 points per round (going from 3 to 1). given the indefinite nature of the game; long-term loss of 2 points per round (going from 3 to 1). given the indefinite nature of the game,0,False,,0,False,,False,,2,True,False
experiment_20250826_151104,0.05,1,24,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,"5% chance of end; shadow of the future"" is long, and long-term cooperation is highly valuable. the expected number of future rounds is approximately 20 (1 / 0.05), so my decision now has significant future",2,True,"game has an indefinite length with a 5% chance of ending each round. this means the ""shadow of the future"" is long, and long-term cooperation is highly valuable. the expected number of future rounds is approximately 20 (1 / 0.05; long-term nature of the game",0,False,,0,False,,True,5%; 0.05,4,True,True
experiment_20250826_151104,0.05,1,25,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,5% chance of the game end,0,False,,0,False,,0,False,,True,5%,1,True,True
experiment_20250826_151104,0.05,1,26,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,0,False,,False,,0,False,False
experiment_20250826_151104,0.05,1,27,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,2,True,expected future (an average of 20 more rounds; average of 20 more rounds,0,False,,0,False,,False,,2,True,False
experiment_20250826_151104,0.05,1,28,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,0,False,,False,,0,False,False
experiment_20250826_151104,0.05,1,29,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,"95% chance of continuing, the long-term value of sustained cooperation (3 points/round) far outweighs the one-time gain of 2 extra points from a single defection. the risk of collapsing our arrangement into a 1-point-per-round ""death spiral"" is too high. the optimal strategy is to continue",0,False,,0,False,,0,False,,True,"5%; 5% chance of continuing, the long-term value of sustained cooperation (3 points/round) far outweighs the one-time gain of 2 extra points from a single defection. the risk of collapsing our arrangement into a 1-point-per-round ""death spiral"" is too high. the optimal strategy is to continue",1,True,True
experiment_20250826_151104,0.05,1,30,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,shadow of the future,0,False,,0,False,,0,False,,False,,1,True,True
experiment_20250826_151104,0.05,1,31,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,1,True,expected 20 more rounds,0,False,,0,False,,True,5%,1,True,False
experiment_20250826_151104,0.05,1,32,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,0% chance of end; shadow of the future,2,True,expected number of future rounds is still significant (1 / 0.05 = 20 rounds; long-term nature of the game,0,False,,0,False,,True,0.05,4,True,True
experiment_20250826_151104,0.05,1,33,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,shadow of the future,0,False,,0,False,,0,False,,True,5%,1,True,True
experiment_20250826_151104,0.05,1,34,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,5% chance of end; shadow of the future,1,True,long-term goal:** the game,0,False,,0,False,,True,5%; 0.05,3,True,True
experiment_20250826_151104,0.05,1,1,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,0,False,,0,False,,0,False,,False,,0,False,False
experiment_20250826_151104,0.05,1,2,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,1,True,long-term benefits in this game,0,False,,0,False,,True,5%,1,True,False
experiment_20250826_151104,0.05,1,3,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,0,False,,0,False,,0,False,,False,,0,False,False
experiment_20250826_151104,0.05,1,4,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,5% chance of end,0,False,,0,False,,0,False,,True,5%,1,True,True
