experiment,shadow_condition,phase,round,agent,provider,temperature,base_name,game_theory_concepts_count,game_theory_concepts_present,game_theory_concepts_keywords,decision_theory_count,decision_theory_present,decision_theory_keywords,probability_modeling_count,probability_modeling_present,probability_modeling_keywords,opponent_modeling_count,opponent_modeling_present,opponent_modeling_keywords,algorithmic_approaches_count,algorithmic_approaches_present,algorithmic_approaches_keywords,formal_methods_score,uses_formal_methods,sophistication_level
experiment_20250826_151104,0.05,1,18,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,19,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,3,True,game theory; pareto; prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,1,True,strategy.*based,5,True,high
experiment_20250826_151104,0.05,1,20,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,1,True,strategy.*based,3,True,high
experiment_20250826_151104,0.05,1,21,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,22,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,1,True,rational choice,1,True,prior,1,True,opponent.*strategy,0,False,,3,True,high
experiment_20250826_151104,0.05,1,23,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,1,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,2,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,3,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,4,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,5,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,1,True,maximize.*expected,0,False,,0,False,,0,False,,1,True,high
experiment_20250826_151104,0.05,1,6,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,1,True,equilibrium,0,False,,0,False,,0,False,,0,False,,1,True,high
experiment_20250826_151104,0.05,1,9,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,10,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,11,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,1,True,opponent model,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,12,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,13,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,14,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,15,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,0,False,,0,False,,0,False,none
experiment_20250826_151104,0.05,1,17,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,0,False,,0,False,,0,False,none
experiment_20250826_151104,0.05,1,1,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,prisoner.*dilemma,1,True,rational choice,0,False,,1,True,opponent.*strategy,1,True,strategy.*based,4,True,high
experiment_20250826_151104,0.05,1,2,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,3,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,4,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,5,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,0,False,,1,True,rational choice,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,6,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,7,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,8,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,9,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,equilibrium,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,10,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,1,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,3,True,dominant strategy; prisoner.*dilemma; dominant,0,False,,1,True,prior,1,True,opponent.*strategy,0,False,,5,True,high
experiment_20250826_151104,0.05,1,2,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,1,True,maximize.*expected,0,False,,1,True,opponent.*strategy,1,True,rule,3,True,high
experiment_20250826_151104,0.05,1,3,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,4,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,5,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,equilibrium,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,6,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,7,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,8,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,9,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,10,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,equilibrium,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,11,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,12,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,13,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,14,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,15,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,16,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,17,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,equilibrium,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,18,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,1,True,rational choice,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,19,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,20,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,21,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,22,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,23,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,24,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,25,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,26,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,1,True,rational choice,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,1,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,prisoner.*dilemma,0,False,,0,False,,2,True,opponent.*strategy; infer.*strategy,0,False,,3,True,high
experiment_20250826_151104,0.05,1,2,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,3,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,1,True,rational choice,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,4,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,5,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,6,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,1,True,rational choice,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,7,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,8,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,9,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,10,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,equilibrium,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,11,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,12,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,13,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,14,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,15,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,16,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,17,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,18,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,19,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,20,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,1,True,rational choice,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,21,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,22,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,23,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,24,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,25,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,26,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,27,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,28,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,29,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,equilibrium,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,30,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,31,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,2,True,prisoner.*dilemma; equilibrium,1,True,rational choice,0,False,,1,True,opponent.*strategy,0,False,,4,True,high
experiment_20250826_151104,0.05,1,32,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,33,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,34,Gemini25Pro_T12_p1i1,Gemini,1.2,Gemini_T12,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,1,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,prisoner.*dilemma,0,False,,1,True,prior,2,True,opponent.*strategy; predict.*opponent,1,True,strategy.*based,5,True,high
experiment_20250826_151104,0.05,1,2,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,3,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,4,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,prisoner.*dilemma,0,False,,2,True,prior; uncertain,1,True,opponent.*strategy,1,True,calculate,5,True,high
experiment_20250826_151104,0.05,1,5,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,6,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,0,False,,1,True,prior,1,True,opponent.*strategy,0,False,,2,True,medium
experiment_20250826_151104,0.05,1,7,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,8,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,0,False,,1,True,prior,1,True,opponent.*strategy,0,False,,2,True,medium
experiment_20250826_151104,0.05,1,9,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,10,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,11,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,12,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,13,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,1,True,prisoner.*dilemma,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,14,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,0,False,,1,True,likelihood,1,True,opponent.*strategy,1,True,strategy.*based,3,True,medium
experiment_20250826_151104,0.05,1,15,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,16,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,3,True,dominant strategy; prisoner.*dilemma; dominant,0,False,,1,True,uncertain,1,True,opponent.*strategy,0,False,,5,True,high
experiment_20250826_151104,0.05,1,17,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,18,GPT4o_T1_p1i1,GPT4,1.0,GPT4_T1,0,False,,0,False,,1,True,prior,1,True,opponent.*strategy,0,False,,2,True,medium
experiment_20250826_151104,0.05,1,1,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,1,True,likelihood,0,False,,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,2,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,2,True,opponent.*strategy; opponent.*type,0,False,,2,True,medium
experiment_20250826_151104,0.05,1,3,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,0,False,,0,False,,0,False,none
experiment_20250826_151104,0.05,1,4,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,2,True,opponent model; opponent.*strategy,0,False,,2,True,medium
experiment_20250826_151104,0.05,1,5,GPT5_T1_p1i1,GPT5,1.0,GPT5_T1,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,1,Gemini25Pro_T02_p1i1,Gemini,0.2,Gemini_T02,1,True,prisoner.*dilemma,0,False,,1,True,uncertain,1,True,opponent.*strategy,0,False,,3,True,high
experiment_20250826_151104,0.05,1,1,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,2,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,3,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,4,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,1,True,equilibrium,0,False,,0,False,,1,True,opponent.*strategy,0,False,,2,True,high
experiment_20250826_151104,0.05,1,5,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,6,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,7,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,1,True,opponent.*strategy,0,False,,1,True,medium
experiment_20250826_151104,0.05,1,8,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,1,True,opponent.*strategy,1,True,rule,2,True,medium
experiment_20250826_151104,0.05,1,9,Gemini25Pro_T07_p1i1,Gemini,0.7,Gemini_T07,0,False,,0,False,,0,False,,1,True,opponent.*strategy,1,True,rule,2,True,medium
